"year","hname","aname","hgoals","agoals","hPossesion","aPossesion","hshotsOnTarget","ashotsOnTarget","hshots","ashots","hyellowCards","ayellowCards","hredCards","aredCards","hfouls","afouls","hsaves","asaves"
"2018","Serbia","Brazil","0","2","44","56","1","6","10","13","3","0","0","0","13","7","4","1"
"2018","Switzerland","Costa Rica","2","2","60","40","3","6","12","14","3","3","0","0","9","14","5","1"
"2018","Japan","Poland","0","1","54","46","3","2","10","11","1","0","0","0","11","8","1","3"
"2018","Senegal","Colombia","0","1","44","56","3","2","8","4","1","1","0","0","15","15","1","3"
"2018","England","Belgium","0","1","48","52","1","4","13","15","0","2","0","0","11","14","3","1"
"2018","Panama","Tunisia","1","2","36","64","4","7","9","15","3","3","0","0","18","19","5","4"
"2018","Uruguay","France","0","2","43","57","4","2","11","11","2","2","0","0","16","15","0","4"
"2018","Brazil","Belgium","1","2","57","43","9","3","26","8","2","2","0","0","14","16","2","9"
"2018","Spain","Russia","1","1","74","26","9","1","25","6","1","2","0","0","5","19","0","9"
"2018","Croatia","Denmark","1","1","53","47","7","3","22","15","0","1","0","0","5","19","2","7"
"2018","Brazil","Mexico","2","0","46","54","10","1","21","13","2","4","0","0","6","18","1","8"
"2018","Belgium","Japan","3","2","56","44","8","4","24","11","0","1","0","0","13","9","2","5"
"2018","Sweden","Switzerland","1","0","36","64","3","4","12","18","1","2","0","1","11","13","4","2"
"2018","Colombia","England","1","1","48","52","4","2","14","16","6","2","0","0","23","13","1","3"
"2018","Sweden","England","0","2","43","57","3","2","7","12","2","1","0","0","10","7","0","3"
"2018","Russia","Croatia","2","2","36","64","7","3","13","17","1","4","0","0","25","18","1","5"
"2018","France","Croatia","4","2","39","61","6","3","8","15","2","1","0","0","14","13","1","3"
"2018","France","Belgium","1","0","40","60","5","3","19","9","2","3","0","0","6","16","3","4"
"2018","Croatia","England","2","1","54","46","7","1","22","11","2","1","0","0","23","14","0","5"
"2018","Belgium","England","2","0","43","57","4","5","12","15","1","2","0","0","11","5","5","2"
"2013","Honduras","Jamaica","2","0","60","40","7","2","16","4","2","3","0","1","15","16","2","5"
"2017","Switzerland","Latvia","1","0","67","33","7","1","21","5","2","2","0","0","10","14","1","6"
"2017","Bulgaria","Netherlands","2","0","26","74","4","3","6","9","0","0","0","0","7","10","3","2"
"2017","Luxembourg","France","1","3","37","63","1","9","3","17","3","1","0","0","19","9","6","0"
"2017","Faroe Islands","Andorra","1","0","68","32","2","1","6","7","1","5","0","0","22","19","1","1"
"2017","Netherlands","Bulgaria","3","1","65","35","5","2","19","9","1","5","0","0","19","17","1","2"
"2017","Gibraltar","Bosnia and Herzegovina","0","4","29","71","0","9","1","22","0","1","0","0","10","6","5","0"
